pair_id,logical_law,category_id,semantic_dimension,image_A_path,image_B_path,clip_A,clip_B,clip_mean,clip_diff,image_similarity
comm_conj_001,Commutative,1,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_001_B.png,37.00926971435547,34.345401763916016,35.67733573913574,2.663867950439453,84.44414734840393
comm_conj_002,Commutative,1,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,31.770532608032227,34.190731048583984,32.980631828308105,2.420198440551758,75.34542083740234
comm_conj_003,Commutative,1,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,37.04219055175781,34.7094612121582,35.87582588195801,2.3327293395996094,81.4418375492096
comm_conj_004,Commutative,1,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,29.729562759399414,34.94758605957031,32.33857440948486,5.218023300170898,93.72515678405762
comm_conj_005,Commutative,1,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,33.24932861328125,32.642425537109375,32.94587707519531,0.606903076171875,75.12996196746826
comm_horiz_001,Commutative,2,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,30.838239669799805,30.220096588134766,30.529168128967285,0.6181430816650391,65.87461829185486
comm_horiz_002,Commutative,2,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,28.065258026123047,40.38081359863281,34.22303581237793,12.315555572509766,67.78712272644043
comm_horiz_003,Commutative,2,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,36.88169860839844,32.582969665527344,34.73233413696289,4.298728942871094,80.69843649864197
comm_horiz_004,Commutative,2,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,34.39780044555664,31.092411041259766,32.7451057434082,3.305389404296875,92.08930134773254
comm_horiz_005,Commutative,2,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,35.465248107910156,31.158340454101562,33.31179428100586,4.306907653808594,90.0625228881836
